Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,73284.40899999984,0,0,0,1498606.9970000235,1571891.5,0,0,1256930.75
