Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,2961,37.661,1753145999009741.800	,1753145999009779.461	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,2962,21.48,1753145999009779.481	,1753145999009800.961	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,2963,51.301,1753145999009800.981	,1753145999009852.282	
0,aclnnAddmm_MatMulV3Common_MatMulV3,AI_CORE,2,2964,263.005,1753145999009852.302	,1753145999010115.307	
0,aclnnRelu_Relu_Relu,AI_VECTOR_CORE,2,2965,220.265,1753145999010115.327	,1753145999010335.592	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,2966,271.505,1753145999010335.632	,1753145999010607.137	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,2967,45.261,1753145999010607.157	,1753145999010652.418	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,2968,42.161,1753145999010652.438	,1753145999010694.599	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,2969,41.841,1753145999010694.619	,1753145999010736.460	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,2970,3.08,1753145999010736.480	,1753145999010739.560	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,2971,127.462,1753145999010739.580	,1753145999010867.042	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,2972,33.601,1753145999010867.062	,1753145999010900.663	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,2973,12.2,1753145999010900.683	,1753145999010912.883	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,2974,15.821,1753145999010912.903	,1753145999010928.724	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,2975,126.322,1753145999010928.764	,1753145999011055.086	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,2976,75.782,1753145999011055.106	,1753145999011130.888	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,2977,9.9,1753145999011130.928	,1753145999011140.828	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,2978,14.74,1753145999011140.868	,1753145999011155.608	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,2979,170.484,1753145999011155.648	,1753145999011326.132	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,2980,12.68,1753145999011326.152	,1753145999011338.832	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,2981,61.861,1753145999011338.852	,1753145999011400.713	
0,aclnnMax_ReduceMaxAiCore_ReduceMax,MIX_AIV,2,2982,17.74,1753145999011400.733	,1753145999011418.473	
0,aclnnSub_SubAiCore_Sub,AI_VECTOR_CORE,2,2983,8.521,1753145999011418.493	,1753145999011427.014	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,2984,21.0,1753145999011427.034	,1753145999011448.034	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,2985,18.32,1753145999011448.054	,1753145999011466.374	
0,aclnnMaxDim_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,2986,15.121,1753145999011466.414	,1753145999011481.535	
0,aclnnMaxDim_Max2AiCore_ArgMaxWithValue,AI_VECTOR_CORE,2,2987,23.98,1753145999011481.555	,1753145999011505.535	
0,aclnnMaxDim_CastAiCore_Cast,AI_VECTOR_CORE,2,2988,1.52,1753145999011505.555	,1753145999011507.075	
0,aclnnSub_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,2989,14.38,1753145999011507.115	,1753145999011521.495	
0,aclnnSub_SubAiCore_Sub,AI_VECTOR_CORE,2,2990,14.081,1753145999011521.515	,1753145999011535.596	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,2991,18.3,1753145999011535.616	,1753145999011553.916	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,2992,21.4,1753145999011553.936	,1753145999011575.336	
0,aclnnRepeat_TileAiCore_Tile,AI_VECTOR_CORE,2,2993,7.901,1753145999011575.356	,1753145999011583.257	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,2994,19.7,1753145999011583.297	,1753145999011602.997	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,2995,13.28,1753145999011603.037	,1753145999011616.317	
0,aclnnRepeat_TileAiCore_Tile,AI_VECTOR_CORE,2,2996,2.2,1753145999011616.337	,1753145999011618.537	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,2997,26.321,1753145999011618.557	,1753145999011644.878	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,2998,24.68,1753145999011644.918	,1753145999011669.598	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,2999,32.821,1753145999011669.618	,1753145999011702.439	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3000,105.842,1753145999011702.479	,1753145999011808.321	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3001,6.8,1753145999011808.361	,1753145999011815.161	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3002,235.485,1753145999011815.181	,1753145999012050.666	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3003,99.382,1753145999012050.706	,1753145999012150.088	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3004,15.48,1753145999012150.128	,1753145999012165.608	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3005,143.443,1753145999012165.628	,1753145999012309.071	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3006,8.28,1753145999012309.091	,1753145999012317.371	
0,aclnnMul_MulAiCore_Mul,AI_VECTOR_CORE,2,3007,17.861,1753145999012317.391	,1753145999012335.252	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3008,24.22,1753145999012335.272	,1753145999012359.492	
0,aclnnMul_MulAiCore_Mul,AI_VECTOR_CORE,2,3009,10.58,1753145999012359.512	,1753145999012370.092	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3010,1.72,1753145999012370.112	,1753145999012371.832	
0,aclnnBitwiseNot_LogicalNotAiCore_LogicalNot,AI_VECTOR_CORE,2,3011,1.48,1753145999012371.852	,1753145999012373.332	
0,aclnnRepeat_TileAiCore_Tile,AI_VECTOR_CORE,2,3012,2.34,1753145999012373.352	,1753145999012375.692	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3013,1.661,1753145999012375.712	,1753145999012377.373	
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,3014,1.34,1753145999012377.393	,1753145999012378.733	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,3015,3.1,1753145999012378.753	,1753145999012381.853	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3016,6.5,1753145999012381.873	,1753145999012388.373	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3017,5.42,1753145999012388.393	,1753145999012393.813	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3018,4.9,1753145999012393.833	,1753145999012398.733	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3019,15.42,1753145999012398.753	,1753145999012414.173	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,3020,1.7,1753145999012414.193	,1753145999012415.893	
0,aclnnBaddbmm_Muls_Muls,AI_VECTOR_CORE,2,3021,1.26,1753145999012415.913	,1753145999012417.173	
0,aclnnBaddbmm_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3022,12.621,1753145999012417.193	,1753145999012429.814	
0,aclnnBaddbmm_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3023,13.82,1753145999012429.834	,1753145999012443.654	
0,aclnnBaddbmm_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3024,4.78,1753145999012443.674	,1753145999012448.454	
0,aclnnBaddbmm_AddAiCore_Add,AI_VECTOR_CORE,2,3025,1.22,1753145999012448.474	,1753145999012449.694	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,3026,11.52,1753145999012459.114	,1753145999012470.634	
0,aclnnBatchMatMul_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3027,16.66,1753145999012482.955	,1753145999012499.615	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3028,8.76,1753145999012499.655	,1753145999012508.415	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3029,4.02,1753145999012508.435	,1753145999012512.455	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3030,15.081,1753145999012521.935	,1753145999012537.016	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3031,5.44,1753145999012629.478	,1753145999012634.918	
0,aclnnMean_ReduceMeanAiCore_ReduceMean,MIX_AIV,2,3032,11.22,1753145999012731.920	,1753145999012743.140	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3033,1.5,1753145999012908.163	,1753145999012909.663	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3034,6.861,1753145999013019.045	,1753145999013025.906	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3035,12.561,1753145999013166.408	,1753145999013178.969	
0,aclnnRelu_Relu_Relu,AI_VECTOR_CORE,2,3036,2.14,1753145999013210.969	,1753145999013213.109	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3037,6.58,1753145999013353.492	,1753145999013360.072	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3038,1.54,1753145999013452.694	,1753145999013454.234	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3039,5.401,1753145999013574.156	,1753145999013579.557	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3040,32.941,1753145999014372.452	,1753145999014405.393	
0,aclnnMul_SliceAiCore_Slice,AI_VECTOR_CORE,2,3041,3.06,1753145999014506.975	,1753145999014510.035	
0,aclnnMul_SliceAiCore_Slice,AI_VECTOR_CORE,2,3042,2.64,1753145999014510.055	,1753145999014512.695	
0,aclnnMul_MulAiCore_Mul,AI_VECTOR_CORE,2,3043,2.2,1753145999014523.315	,1753145999014525.515	
0,aclnnReduceSum_ReduceSumOpAiCore_ReduceSum,MIX_AIV,2,3044,6.1,1753145999014567.556	,1753145999014573.656	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,3045,3.04,1753145999014610.317	,1753145999014613.357	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3046,41.421,1753145999014874.982	,1753145999014916.403	
0,aclnnInplaceCopy_TensorMoveAiCore_TensorMove,AI_VECTOR_CORE,2,3047,20.661,1753145999014970.104	,1753145999014990.765	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,3048,40.481,1753145999014993.365	,1753145999015033.846	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3049,37.021,1753145999015111.927	,1753145999015148.948	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3050,23.301,1753145999015210.269	,1753145999015233.570	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,3051,86.562,1753145999015275.210	,1753145999015361.772	
0,aclnnStack_SliceAiCore_Slice,AI_VECTOR_CORE,2,3052,2.52,1753145999015375.832	,1753145999015378.352	
0,aclnnStack_SliceAiCore_Slice,AI_VECTOR_CORE,2,3053,2.561,1753145999015378.372	,1753145999015380.933	
0,aclnnStack_PackAiCore_Pack,AI_VECTOR_CORE,2,3054,2.92,1753145999015380.953	,1753145999015383.873	
0,aclnnDiv_CastAiCore_Cast,AI_VECTOR_CORE,2,3055,1.84,1753145999015520.295	,1753145999015522.135	
0,aclnnDiv_RealDivAiCore_RealDiv,AI_VECTOR_CORE,2,3056,97.582,1753145999015522.155	,1753145999015619.737	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3057,127.963,1753145999015619.757	,1753145999015747.720	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,3058,1.8,1753145999015747.740	,1753145999015749.540	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,3059,1.4,1753145999015749.560	,1753145999015750.960	
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,3060,13.08,1753145999015750.980	,1753145999015764.060	
0,aclnnMultiScaleDeformableAttnFunction_MultiScaleDeformableAttnFunction_MultiScaleDeformableAttnFunction,MIX_AIV,2,3061,3037.101,1753145999015825.461	,1753145999018862.562	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3062,36.881,1753145999018862.582	,1753145999018899.463	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3063,21.0,1753145999018899.503	,1753145999018920.503	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3064,49.301,1753145999018920.523	,1753145999018969.824	
0,aclnnAddmm_MatMulV3Common_MatMulV3,AI_CORE,2,3065,265.486,1753145999018969.844	,1753145999019235.330	
0,aclnnRelu_Relu_Relu,AI_VECTOR_CORE,2,3066,221.544,1753145999019235.370	,1753145999019456.914	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3067,274.706,1753145999019456.954	,1753145999019731.660	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3068,44.22,1753145999019731.680	,1753145999019775.900	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3069,42.081,1753145999019775.920	,1753145999019818.001	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3070,41.721,1753145999019818.021	,1753145999019859.742	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3071,2.98,1753145999019859.762	,1753145999019862.742	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3072,127.503,1753145999019862.762	,1753145999019990.265	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,3073,32.3,1753145999019990.285	,1753145999020022.585	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3074,12.241,1753145999020022.605	,1753145999020034.846	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3075,15.88,1753145999020034.866	,1753145999020050.746	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3076,126.102,1753145999020050.766	,1753145999020176.868	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3077,75.842,1753145999020176.888	,1753145999020252.730	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3078,9.64,1753145999020252.750	,1753145999020262.390	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3079,14.92,1753145999020262.430	,1753145999020277.350	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3080,170.224,1753145999020277.370	,1753145999020447.594	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3081,12.36,1753145999020447.614	,1753145999020459.974	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3082,62.021,1753145999020459.994	,1753145999020522.015	
0,aclnnMax_ReduceMaxAiCore_ReduceMax,MIX_AIV,2,3083,17.581,1753145999020522.035	,1753145999020539.616	
0,aclnnSub_SubAiCore_Sub,AI_VECTOR_CORE,2,3084,8.34,1753145999020539.636	,1753145999020547.976	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,3085,20.72,1753145999020547.996	,1753145999020568.716	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,3086,16.34,1753145999020568.736	,1753145999020585.076	
0,aclnnMaxDim_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3087,14.901,1753145999020585.096	,1753145999020599.997	
0,aclnnMaxDim_Max2AiCore_ArgMaxWithValue,AI_VECTOR_CORE,2,3088,24.08,1753145999020600.017	,1753145999020624.097	
0,aclnnMaxDim_CastAiCore_Cast,AI_VECTOR_CORE,2,3089,1.56,1753145999020624.137	,1753145999020625.697	
0,aclnnSub_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3090,14.341,1753145999020625.717	,1753145999020640.058	
0,aclnnSub_SubAiCore_Sub,AI_VECTOR_CORE,2,3091,14.0,1753145999020640.078	,1753145999020654.078	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,3092,21.84,1753145999020654.098	,1753145999020675.938	
0,aclnnClamp_ClipByValueV2AiCore_ClipByValueV2,AI_VECTOR_CORE,2,3093,20.541,1753145999020675.958	,1753145999020696.499	
0,aclnnRepeat_TileAiCore_Tile,AI_VECTOR_CORE,2,3094,8.1,1753145999020696.519	,1753145999020704.619	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,3095,18.84,1753145999020704.659	,1753145999020723.499	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,3096,12.941,1753145999020723.519	,1753145999020736.460	
0,aclnnRepeat_TileAiCore_Tile,AI_VECTOR_CORE,2,3097,2.28,1753145999020736.480	,1753145999020738.760	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,3098,26.88,1753145999020738.800	,1753145999020765.680	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,3099,24.521,1753145999020765.700	,1753145999020790.221	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3100,32.38,1753145999020790.241	,1753145999020822.621	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3101,104.242,1753145999020822.641	,1753145999020926.883	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3102,6.301,1753145999020926.903	,1753145999020933.204	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3103,234.984,1753145999020933.244	,1753145999021168.228	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3104,101.182,1753145999021168.268	,1753145999021269.450	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3105,15.78,1753145999021269.470	,1753145999021285.250	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3106,143.463,1753145999021285.270	,1753145999021428.733	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3107,8.381,1753145999021428.753	,1753145999021437.134	
0,aclnnMul_MulAiCore_Mul,AI_VECTOR_CORE,2,3108,17.62,1753145999021437.154	,1753145999021454.774	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3109,24.78,1753145999021454.794	,1753145999021479.574	
0,aclnnMul_MulAiCore_Mul,AI_VECTOR_CORE,2,3110,10.241,1753145999021479.594	,1753145999021489.835	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3111,1.8,1753145999021489.855	,1753145999021491.655	
0,aclnnBitwiseNot_LogicalNotAiCore_LogicalNot,AI_VECTOR_CORE,2,3112,1.62,1753145999021491.695	,1753145999021493.315	
0,aclnnRepeat_TileAiCore_Tile,AI_VECTOR_CORE,2,3113,2.26,1753145999021493.335	,1753145999021495.595	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3114,1.68,1753145999021495.615	,1753145999021497.295	
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,3115,1.34,1753145999021497.315	,1753145999021498.655	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,3116,3.28,1753145999021498.695	,1753145999021501.975	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3117,6.78,1753145999021501.995	,1753145999021508.775	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3118,5.2,1753145999021508.795	,1753145999021513.995	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3119,4.8,1753145999021514.015	,1753145999021518.815	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3120,15.781,1753145999021518.835	,1753145999021534.616	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,3121,1.74,1753145999021534.636	,1753145999021536.376	
0,aclnnBaddbmm_Muls_Muls,AI_VECTOR_CORE,2,3122,1.24,1753145999021536.396	,1753145999021537.636	
0,aclnnBaddbmm_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3123,13.44,1753145999021537.676	,1753145999021551.116	
0,aclnnBaddbmm_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3124,13.86,1753145999021551.156	,1753145999021565.016	
0,aclnnBaddbmm_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3125,4.66,1753145999021565.036	,1753145999021569.696	
0,aclnnBaddbmm_AddAiCore_Add,AI_VECTOR_CORE,2,3126,1.3,1753145999021569.736	,1753145999021571.036	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,3127,11.22,1753145999021571.056	,1753145999021582.276	
0,aclnnBatchMatMul_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3128,16.561,1753145999021582.296	,1753145999021598.857	
0,aclnnBatchMatMul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,3129,10.12,1753145999021598.897	,1753145999021609.017	
0,aclnnBatchMatMul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,3130,4.02,1753145999021609.037	,1753145999021613.057	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,3131,14.46,1753145999021613.077	,1753145999021627.537	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3132,5.6,1753145999021627.557	,1753145999021633.157	
0,aclnnMean_ReduceMeanAiCore_ReduceMean,MIX_AIV,2,3133,11.521,1753145999021633.177	,1753145999021644.698	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3134,1.42,1753145999021644.718	,1753145999021646.138	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3135,6.88,1753145999021937.284	,1753145999021944.164	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3136,12.86,1753145999022063.246	,1753145999022076.106	
0,aclnnRelu_Relu_Relu,AI_VECTOR_CORE,2,3137,2.12,1753145999022096.907	,1753145999022099.027	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3138,6.08,1753145999022207.249	,1753145999022213.329	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3139,1.521,1753145999022287.090	,1753145999022288.611	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3140,5.161,1753145999022382.532	,1753145999022387.693	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3141,33.721,1753145999023013.425	,1753145999023047.146	
0,aclnnMul_SliceAiCore_Slice,AI_VECTOR_CORE,2,3142,3.12,1753145999023142.548	,1753145999023145.668	
0,aclnnMul_SliceAiCore_Slice,AI_VECTOR_CORE,2,3143,2.56,1753145999023145.708	,1753145999023148.268	
0,aclnnMul_MulAiCore_Mul,AI_VECTOR_CORE,2,3144,2.36,1753145999023148.288	,1753145999023150.648	
0,aclnnReduceSum_ReduceSumOpAiCore_ReduceSum,MIX_AIV,2,3145,6.0,1753145999023169.988	,1753145999023175.988	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,3146,2.9,1753145999023204.689	,1753145999023207.589	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3147,41.001,1753145999023450.454	,1753145999023491.455	
0,aclnnInplaceCopy_TensorMoveAiCore_TensorMove,AI_VECTOR_CORE,2,3148,20.68,1753145999023544.396	,1753145999023565.076	
0,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,2,3149,39.521,1753145999023567.536	,1753145999023607.057	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3150,36.241,1753145999023679.338	,1753145999023715.579	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3151,22.601,1753145999023781.860	,1753145999023804.461	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,3152,86.181,1753145999023837.762	,1753145999023923.943	
0,aclnnStack_SliceAiCore_Slice,AI_VECTOR_CORE,2,3153,2.62,1753145999023924.963	,1753145999023927.583	
0,aclnnStack_SliceAiCore_Slice,AI_VECTOR_CORE,2,3154,2.66,1753145999023927.603	,1753145999023930.263	
0,aclnnStack_PackAiCore_Pack,AI_VECTOR_CORE,2,3155,2.84,1753145999023930.303	,1753145999023933.143	
0,aclnnDiv_CastAiCore_Cast,AI_VECTOR_CORE,2,3156,1.84,1753145999024067.746	,1753145999024069.586	
0,aclnnDiv_RealDivAiCore_RealDiv,AI_VECTOR_CORE,2,3157,97.242,1753145999024069.606	,1753145999024166.848	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3158,128.523,1753145999024166.868	,1753145999024295.391	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,3159,1.94,1753145999024295.411	,1753145999024297.351	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,3160,1.48,1753145999024297.371	,1753145999024298.851	
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,3161,13.16,1753145999024298.871	,1753145999024312.031	
0,aclnnMultiScaleDeformableAttnFunction_MultiScaleDeformableAttnFunction_MultiScaleDeformableAttnFunction,MIX_AIV,2,3162,3036.741,1753145999024357.652	,1753145999027394.393	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,3163,36.86,1753145999027394.413	,1753145999027431.273	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,3164,21.741,1753145999027431.293	,1753145999027453.034	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,3165,50.241,1753145999027453.054	,1753145999027503.295	
