Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,1479,2.02,1753145997594061.915	,1753145997594063.935	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,1480,3.18,1753145997599426.282	,1753145997599429.462	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1481,3.8,1753145997603562.124	,1753145997603565.924	
0,aclnnInplaceBitwiseOrTensor_LogicalOrAiCore_LogicalOr,AI_VECTOR_CORE,2,1482,2.3,1753145997605602.385	,1753145997605604.685	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1483,3.42,1753145997605799.649	,1753145997605803.069	
0,aclnnInplaceBitwiseOrTensor_LogicalOrAiCore_LogicalOr,AI_VECTOR_CORE,2,1484,2.22,1753145997605848.770	,1753145997605850.990	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1485,3.46,1753145997605889.131	,1753145997605892.591	
0,aclnnInplaceBitwiseOrTensor_LogicalOrAiCore_LogicalOr,AI_VECTOR_CORE,2,1486,2.28,1753145997605963.272	,1753145997605965.552	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1487,3.6,1753145997605977.953	,1753145997605981.553	
0,aclnnInplaceBitwiseOrTensor_LogicalOrAiCore_LogicalOr,AI_VECTOR_CORE,2,1488,2.22,1753145997606038.834	,1753145997606041.054	
0,aclnnNonzero_NonzeroAiCore_MemSet,AI_VECTOR_CORE,2,1489,12.3,1753145997616643.706	,1753145997616656.006	
0,aclnnNonzero_NonzeroAiCore_NonZero,MIX_AIV,2,1490,12.22,1753145997616749.388	,1753145997616761.608	
0,aclnnEye_EyeAiCore_MemSet,AI_VECTOR_CORE,2,1491,6.26,1753145997618786.089	,1753145997618792.349	
0,aclnnEye_EyeAiCore_Eye,AI_VECTOR_CORE,2,1492,8.6,1753145997618898.811	,1753145997618907.411	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,1493,2.78,1753145997619001.793	,1753145997619004.573	
0,aclnnRepeat_TileAiCore_Tile,AI_VECTOR_CORE,2,1494,1.94,1753145997622033.754	,1753145997622035.694	
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,1495,1.92,1753145997622095.135	,1753145997622097.055	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1496,3.6,1753145997622201.857	,1753145997622205.457	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1497,2.3,1753145997626998.013	,1753145997627000.313	
0,N/A,MEMCPY_ASYNC,2,1498,0.92,1753145997627587.904	,1753145997627588.824	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1499,1.68,1753145997630795.869	,1753145997630797.549	
0,N/A,MEMCPY_ASYNC,2,1500,0.5,1753145997631068.934	,1753145997631069.434	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1501,3.32,1753145997631251.918	,1753145997631255.238	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1502,3.2,1753145997631491.922	,1753145997631495.122	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1503,3.68,1753145997635386.060	,1753145997635389.740	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1504,3.3,1753145997635485.222	,1753145997635488.522	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1505,3.44,1753145997635570.784	,1753145997635574.224	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1506,3.18,1753145997635623.505	,1753145997635626.685	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1507,2.28,1753145997635652.666	,1753145997635654.946	
0,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,2,1508,1.86,1753145997642942.831	,1753145997642944.691	
0,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,AI_VECTOR_CORE,2,1509,2.16,1753145997644679.986	,1753145997644682.146	
0,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,2,1510,2.04,1753145997645030.573	,1753145997645032.613	
0,aclnnInplaceCopy_ViewCopyAiCore_ViewCopy,AI_VECTOR_CORE,2,1511,12.96,1753145997645342.779	,1753145997645355.739	
0,aclnnSub_SubAiCore_Sub,AI_VECTOR_CORE,2,1512,4.02,1753145997647484.442	,1753145997647488.462	
0,aclnnArange_ArangeAiCore_Range,AI_VECTOR_CORE,2,1513,10.74,1753145997648174.576	,1753145997648185.316	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1514,3.16,1753145997648226.277	,1753145997648229.437	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1515,3.18,1753145997648251.997	,1753145997648255.177	
0,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,2,1516,2.16,1753145997649105.474	,1753145997649107.634	
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,1517,1.86,1753145997649185.436	,1753145997649187.296	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,1518,2.74,1753145997649254.117	,1753145997649256.857	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1519,3.58,1753145997649279.438	,1753145997649283.018	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1520,2.02,1753145997649303.398	,1753145997649305.418	
0,N/A,MEMCPY_ASYNC,2,1521,0.58,1753145997649543.883	,1753145997649544.463	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1522,3.28,1753145997649837.349	,1753145997649840.629	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1523,3.14,1753145997650192.956	,1753145997650196.096	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1524,3.44,1753145997650418.101	,1753145997650421.541	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1525,3.16,1753145997650588.104	,1753145997650591.264	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1526,3.6,1753145997650662.346	,1753145997650665.946	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1527,3.4,1753145997650666.106	,1753145997650669.506	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1528,2.16,1753145997650739.247	,1753145997650741.407	
0,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,2,1529,1.66,1753145997651278.398	,1753145997651280.058	
0,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,AI_VECTOR_CORE,2,1530,2.06,1753145997651349.619	,1753145997651351.679	
0,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,2,1531,2.08,1753145997651375.760	,1753145997651377.840	
0,aclnnInplaceCopy_ViewCopyAiCore_ViewCopy,AI_VECTOR_CORE,2,1532,12.18,1753145997651496.502	,1753145997651508.682	
0,aclnnSub_SubAiCore_Sub,AI_VECTOR_CORE,2,1533,3.48,1753145997651668.186	,1753145997651671.666	
0,aclnnArange_ArangeAiCore_Range,AI_VECTOR_CORE,2,1534,5.44,1753145997651851.129	,1753145997651856.569	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1535,3.3,1753145997651918.331	,1753145997651921.631	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1536,3.22,1753145997651956.831	,1753145997651960.051	
0,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,2,1537,2.06,1753145997652258.037	,1753145997652260.097	
0,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,2,1538,1.6,1753145997652323.379	,1753145997652324.979	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,1539,2.66,1753145997652337.099	,1753145997652339.759	
0,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,2,1540,3.52,1753145997652395.140	,1753145997652398.660	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1541,1.76,1753145997652421.281	,1753145997652423.041	
0,N/A,MEMCPY_ASYNC,2,1542,0.52,1753145997652653.405	,1753145997652653.925	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1543,3.04,1753145997652944.851	,1753145997652947.891	
0,aclnnEqScalar_EqualAiCore_Equal,AI_VECTOR_CORE,2,1544,3.04,1753145997653172.896	,1753145997653175.936	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1545,1.76,1753145997653353.159	,1753145997653354.919	
0,N/A,MEMCPY_ASYNC,2,1546,0.52,1753145997653617.004	,1753145997653617.524	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1547,1.66,1753145997653660.345	,1753145997653662.005	
0,N/A,MEMCPY_ASYNC,2,1548,0.5,1753145997653879.150	,1753145997653879.650	
0,aclnnStack_PackAiCore_Pack,AI_VECTOR_CORE,2,1549,2.88,1753145997655349.679	,1753145997655352.559	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,1550,2.0,1753145997655755.807	,1753145997655757.807	
0,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,2,1551,2.06,1753145997656150.635	,1753145997656152.695	
0,aclnnRsubs_SubAiCore_Sub,AI_VECTOR_CORE,2,1552,2.12,1753145997659536.563	,1753145997659538.683	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1553,1.92,1753145997659647.725	,1753145997659649.645	
0,aclnnEmbedding_GatherV2AiCore_GatherV2,AI_VECTOR_CORE,2,1554,4.7,1753145997671928.670	,1753145997671933.370	
0,aclnnEmbedding_GatherV2AiCore_GatherV2,AI_VECTOR_CORE,2,1555,4.44,1753145997672041.213	,1753145997672045.653	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1556,2.841,1753145997672134.714	,1753145997672137.555	
0,aclnnEmbedding_GatherV2AiCore_GatherV2,AI_VECTOR_CORE,2,1557,3.86,1753145997672199.456	,1753145997672203.316	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1558,2.52,1753145997672275.937	,1753145997672278.457	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1559,10.061,1753145997672334.218	,1753145997672344.279	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1560,13.22,1753145997672560.663	,1753145997672573.883	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1561,10.1,1753145997672645.585	,1753145997672655.685	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1562,9.36,1753145997672696.066	,1753145997672705.426	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1563,17.1,1753145997672756.727	,1753145997672773.827	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1564,2.16,1753145997672804.368	,1753145997672806.528	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1565,14.94,1753145997672866.769	,1753145997672881.709	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1566,2.14,1753145997672913.770	,1753145997672915.910	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1567,12.3,1753145997687206.416	,1753145997687218.716	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1568,8.961,1753145997687898.869	,1753145997687907.830	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1569,4.001,1753145997688049.852	,1753145997688053.853	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,1570,19.021,1753145997688644.564	,1753145997688663.585	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1571,1.56,1753145997688744.526	,1753145997688746.086	
0,aclnnEqTensor_EqualAiCore_Equal,AI_VECTOR_CORE,2,1572,2.5,1753145997690512.862	,1753145997690515.362	
0,aclnnAll_ReduceAll_ReduceAll,MIX_AIV,2,1573,8.04,1753145997699794.107	,1753145997699802.147	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1574,1.64,1753145997699877.849	,1753145997699879.489	
0,aclnnSWhere_SelectV2AiCore_SelectV2,AI_VECTOR_CORE,2,1575,13.14,1753145997702252.816	,1753145997702265.956	
0,aclnnMatmul_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1576,15.7,1753145997702392.279	,1753145997702407.979	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1577,10.96,1753145997702523.602	,1753145997702534.562	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1578,9.18,1753145997702541.442	,1753145997702550.622	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1579,17.38,1753145997702628.804	,1753145997702646.184	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1580,9.941,1753145997702665.304	,1753145997702675.245	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1581,2.5,1753145997702677.345	,1753145997702679.845	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1582,8.08,1753145997702699.525	,1753145997702707.605	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1583,24.08,1753145997702822.528	,1753145997702846.608	
0,aclnnGelu_Gelu_Gelu,AI_VECTOR_CORE,2,1584,5.041,1753145997702912.569	,1753145997702917.610	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1585,20.1,1753145997703033.512	,1753145997703053.612	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1586,2.4,1753145997703081.333	,1753145997703083.733	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1587,8.24,1753145997703098.033	,1753145997703106.273	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1588,10.121,1753145997703109.953	,1753145997703120.074	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1589,10.2,1753145997703122.854	,1753145997703133.054	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1590,9.48,1753145997703146.914	,1753145997703156.394	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1591,20.201,1753145997703163.114	,1753145997703183.315	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1592,2.34,1753145997703183.335	,1753145997703185.675	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1593,15.54,1753145997703188.575	,1753145997703204.115	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1594,2.34,1753145997703204.155	,1753145997703206.495	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1595,13.64,1753145997703224.876	,1753145997703238.516	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1596,7.64,1753145997703238.536	,1753145997703246.176	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1597,3.52,1753145997703246.196	,1753145997703249.716	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,1598,20.521,1753145997703265.896	,1753145997703286.417	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1599,1.78,1753145997703286.437	,1753145997703288.217	
0,aclnnEqTensor_EqualAiCore_Equal,AI_VECTOR_CORE,2,1600,2.36,1753145997703294.057	,1753145997703296.417	
0,aclnnAll_ReduceAll_ReduceAll,MIX_AIV,2,1601,6.96,1753145997703307.637	,1753145997703314.597	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1602,1.54,1753145997703343.898	,1753145997703345.438	
0,aclnnSWhere_SelectV2AiCore_SelectV2,AI_VECTOR_CORE,2,1603,9.98,1753145997703397.339	,1753145997703407.319	
0,aclnnMatmul_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1604,15.88,1753145997703434.900	,1753145997703450.780	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1605,10.82,1753145997703487.681	,1753145997703498.501	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1606,5.9,1753145997703498.521	,1753145997703504.421	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1607,17.5,1753145997703538.942	,1753145997703556.442	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1608,9.52,1753145997703571.843	,1753145997703581.363	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1609,2.12,1753145997703583.723	,1753145997703585.843	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1610,8.58,1753145997703596.983	,1753145997703605.563	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1611,18.46,1753145997703622.384	,1753145997703640.844	
0,aclnnGelu_Gelu_Gelu,AI_VECTOR_CORE,2,1612,4.6,1753145997703640.864	,1753145997703645.464	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1613,16.9,1753145997703681.585	,1753145997703698.485	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1614,2.4,1753145997703707.585	,1753145997703709.985	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1615,8.36,1753145997703729.806	,1753145997703738.166	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1616,9.48,1753145997703741.806	,1753145997703751.286	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1617,10.14,1753145997703753.946	,1753145997703764.086	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1618,9.601,1753145997703768.046	,1753145997703777.647	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1619,16.76,1753145997703790.387	,1753145997703807.147	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1620,2.4,1753145997703807.167	,1753145997703809.567	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1621,16.141,1753145997703809.587	,1753145997703825.728	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1622,2.4,1753145997703825.748	,1753145997703828.148	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1623,13.06,1753145997703842.548	,1753145997703855.608	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1624,7.22,1753145997703855.628	,1753145997703862.848	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1625,3.461,1753145997703867.628	,1753145997703871.089	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,1626,19.88,1753145997703946.890	,1753145997703966.770	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1627,1.7,1753145997703966.790	,1753145997703968.490	
0,aclnnEqTensor_EqualAiCore_Equal,AI_VECTOR_CORE,2,1628,2.5,1753145997703975.771	,1753145997703978.271	
0,aclnnAll_ReduceAll_ReduceAll,MIX_AIV,2,1629,6.7,1753145997703999.951	,1753145997704006.651	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1630,1.66,1753145997704096.493	,1753145997704098.153	
0,aclnnSWhere_SelectV2AiCore_SelectV2,AI_VECTOR_CORE,2,1631,9.96,1753145997704180.555	,1753145997704190.515	
0,aclnnMatmul_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1632,18.98,1753145997704249.656	,1753145997704268.636	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1633,10.741,1753145997704268.656	,1753145997704279.397	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1634,5.84,1753145997704279.417	,1753145997704285.257	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1635,20.36,1753145997704332.478	,1753145997704352.838	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1636,9.6,1753145997704437.740	,1753145997704447.340	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1637,2.08,1753145997704516.162	,1753145997704518.242	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1638,8.9,1753145997704583.683	,1753145997704592.583	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1639,17.761,1753145997704815.847	,1753145997704833.608	
0,aclnnGelu_Gelu_Gelu,AI_VECTOR_CORE,2,1640,4.58,1753145997704971.791	,1753145997704976.371	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1641,19.48,1753145997705086.353	,1753145997705105.833	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1642,2.4,1753145997705189.675	,1753145997705192.075	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1643,8.14,1753145997705303.577	,1753145997705311.717	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1644,9.4,1753145997705473.481	,1753145997705482.881	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1645,10.46,1753145997705643.004	,1753145997705653.464	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1646,10.721,1753145997705808.847	,1753145997705819.568	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1647,18.14,1753145997705971.391	,1753145997705989.531	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1648,2.38,1753145997705989.551	,1753145997705991.931	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1649,15.7,1753145997706040.492	,1753145997706056.192	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1650,2.4,1753145997706056.212	,1753145997706058.612	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1651,12.861,1753145997706065.592	,1753145997706078.453	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1652,7.16,1753145997706078.473	,1753145997706085.633	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1653,3.3,1753145997706105.653	,1753145997706108.953	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,1654,19.101,1753145997706166.574	,1753145997706185.675	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1655,1.74,1753145997706204.695	,1753145997706206.435	
0,aclnnEqTensor_EqualAiCore_Equal,AI_VECTOR_CORE,2,1656,2.28,1753145997706218.636	,1753145997706220.916	
0,aclnnAll_ReduceAll_ReduceAll,MIX_AIV,2,1657,6.58,1753145997706276.237	,1753145997706282.817	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1658,1.76,1753145997706289.557	,1753145997706291.317	
0,aclnnSWhere_SelectV2AiCore_SelectV2,AI_VECTOR_CORE,2,1659,10.12,1753145997706374.619	,1753145997706384.739	
0,aclnnMatmul_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1660,17.42,1753145997706424.460	,1753145997706441.880	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1661,11.52,1753145997706441.900	,1753145997706453.420	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1662,6.04,1753145997706453.440	,1753145997706459.480	
0,aclnnInplaceCopy_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1663,18.28,1753145997706527.382	,1753145997706545.662	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1664,11.54,1753145997706879.869	,1753145997706891.409	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1665,2.06,1753145997706972.331	,1753145997706974.391	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1666,8.64,1753145997707049.812	,1753145997707058.452	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1667,23.56,1753145997707243.536	,1753145997707267.096	
0,aclnnGelu_Gelu_Gelu,AI_VECTOR_CORE,2,1668,4.68,1753145997707303.637	,1753145997707308.317	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1669,24.74,1753145997707389.959	,1753145997707414.699	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1670,2.32,1753145997707483.221	,1753145997707485.541	
0,aclnnLayerNormWithImplMode_LayerNormV3WithImplMode_LayerNormV3,AI_VECTOR_CORE,2,1671,8.4,1753145997707585.923	,1753145997707594.323	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1672,11.54,1753145997707698.825	,1753145997707710.365	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1673,11.401,1753145997707812.447	,1753145997707823.848	
0,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,2,1674,10.86,1753145997707929.170	,1753145997707940.030	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1675,17.421,1753145997708010.831	,1753145997708028.252	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1676,2.34,1753145997708028.272	,1753145997708030.612	
0,aclnnMuls_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1677,15.4,1753145997708087.953	,1753145997708103.353	
0,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,2,1678,2.26,1753145997708103.373	,1753145997708105.633	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1679,12.941,1753145997708114.453	,1753145997708127.394	
0,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,AI_CORE,2,1680,7.36,1753145997708127.414	,1753145997708134.774	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,2,1681,3.56,1753145997708137.654	,1753145997708141.214	
0,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,2,1682,19.041,1753145997708154.654	,1753145997708173.695	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1683,1.62,1753145997708202.515	,1753145997708204.135	
0,aclnnEqTensor_EqualAiCore_Equal,AI_VECTOR_CORE,2,1684,2.26,1753145997708226.716	,1753145997708228.976	
0,aclnnAll_ReduceAll_ReduceAll,MIX_AIV,2,1685,6.64,1753145997708251.816	,1753145997708258.456	
0,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,2,1686,1.7,1753145997708349.278	,1753145997708350.978	
0,aclnnSWhere_SelectV2AiCore_SelectV2,AI_VECTOR_CORE,2,1687,10.26,1753145997708362.758	,1753145997708373.018	
0,aclnnMatmul_TransposeAiCore_Transpose,AI_VECTOR_CORE,2,1688,19.201,1753145997708409.939	,1753145997708429.140	
0,aclnnMatmul_BatchMatMulNd_MemSet,AI_VECTOR_CORE,2,1689,10.78,1753145997708429.180	,1753145997708439.960	
